name,phone,address,category,city,source
SA HR and Management Services,9480051543," No. 42, Nagappa Reddy Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",HRMS,Bengaluru,Google Maps
Hirenix HR Solutions LLP,8296879713," No 201, Nandi Riches Garden, Ramamurthy Nagar, NRI Layout, Bengaluru, Karnataka 560016",Employment center,Bengaluru,Google Maps
HR Skills,9036057546," NO, 305, INDRA TOWERS, Babusapalya, 10th St, Bank Avenue, Horamavu, Bengaluru, Karnataka 560113",Employment agency,Bengaluru,Google Maps
rcHRmd,8884388893," 303, 1st Main, Agara Road, Horamavu, Bengaluru, Karnataka 560043",Human resource consulting,Bengaluru,Google Maps
Shara Shrestam,7022310160," 201, 4th B, Main, 2nd A Cross Rd, Pilla Reddy Nagar, OMBR Layout, Banaswadi, Bengaluru, Karnataka 560043",Human resource consulting,Bengaluru,Google Maps
HR premier,8065839569," 3rd Main Rd, opp. Vijaya Hospital, Bhuvanagiri, OMBR Layout, Banaswadi, Bengaluru, Karnataka 560043",HRMS,Bengaluru,Google Maps
Million Talents India Private Limited,0543213530," 27, Ramamurthi Nagar Main Rd, Annaiah Reddy Layout, Dodda Banaswadi, Bengaluru, Karnataka 560043",Human resource consulting,Bengaluru,Google Maps
Growell H R Solutions Pvt.Ltd,9071393882," 34,ground floor, Shatavati building, 2nd cross, post, Raghavendra Nagar, Kalyan Nagar, Bengaluru, Karnataka 560043",Human resource consulting,Bengaluru,Google Maps
Social HR,9886769886," 4th B Cross Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",HRMS,Bengaluru,Google Maps
HMS HR Solutions,7338344443," 226, Swami Narayani Clinic Rd, 3rd Block, HBR Layout, Bengaluru, Karnataka 560043",HRMS,Bengaluru,Google Maps
HR Wellness Spa & Salon,9916220505," 316, 7th Main Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Spa,Bengaluru,Google Maps
JobShop | Best BPO/KPO Job Consultancy Bangalore,9964080000," 4th Floor, BMR Complex, 485, Hennur Rd, HBR Layout 4th Block, Hennur Gardens, Bengaluru, Karnataka 560043",Employment consultant,Bengaluru,Google Maps
Digital ERP Solutions,9606739167,,Educational institution,Bengaluru,Google Maps
Datatex Private Limited,0543214036," 1st floor at MFar Silverline Tech Park Plot No 180, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
humanIT Solutions Private Limited,9980499803," Circle, 2106, 1st floor, Block B Ardente Office One, ITPL Main Rd, Hoodi, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Epicor Software Corporation,8009991809," Sy No 76 & 86, Sadaramangala Industrial Area, Of, ITPL Main Rd, Pattandur Agrahara, Kadugodi, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
MICRONXT SOLUTIONS PRIVATE LIMITED,9715008008," 308,Third Floor, Regent Prime, Whitefield Main Rd, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Ellucian Higher Education Systems,8062526900," Sy No 76 & 86, Primeco Union City, ITPL Main Rd, Sadara Mangala Industrial Area, Pattandur Agrahara, Kadugodi, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
GBC Solutions LLP,9108198087," No.14, Whitely Layout Subba Rao Compound, in front of Ganesha Temple, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Brightcode Software Services Pvt. Ltd.,8123641383," 1st, TOWER-B, BRIGADE TECH PARK, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Cloud Software Solution - Website & Mobile App Development Company In Bangalore,9972326812," Ardente Office One, Block-1, First floor Unit No F-1119, Sadarmangala road Hoodicircle, Whitefield, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Mabsquare Software Technologies Pvt Ltd,8095685203," Sigma Soft Tech Park, Gamma Block, 3rd Floor, Varthur Kodi, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
A2R Software Consulting Private Limited,8904854433," No 5/3, 3rd Floor, Gate, Varthur Main Rd, near Kundalahalli, above Biryani Zone, BEML Layout, Brookefield, Bengaluru, Karnataka 560066",Software Training Institute,Bengaluru,Google Maps
incadea India Pvt. Ltd,8049395400," 1 floor, Mfar, silverline tech park, 180, EPIP Zone Whitefield Rd, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Birlasoft Ltd.,8041800000," 4th and 5th Floor, opposite to brook field, Cedar Block, Kundalahalli, Whitefield, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
ITOrizon India Pvt Ltd,8048657824," 2nd floor, Ardente One Office, S 1201, Hoodi Main Rd, Hoodi, Mahadevapura, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Epnosys Technologies Pvt Ltd,9900201428," #95, 1st Floor, Gana Nakshatra, 10th Cross, 4th Main, Vinayaka Layout, Bhattarahalli, beside Domino's Pizza Road, Krishnarajapuram, Bengaluru, Karnataka 560049",Software company,Bengaluru,Google Maps
Excerpt Technologies Private Limited,9900502404," B133/1, 2nd Floor, KSSIDC ITI Estate, Whitefield Main Rd, Mahadevapura, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Presear Softwares PVT LTD (Corporate Office),7647831969," Old Madras Rd, HOBLI, Krishnarajapuram, KSN, Bengaluru, Karnataka 560016",Software company,Bengaluru,Google Maps
ATRISOL TECHNOLOGIES PVT LTD,7013026641," 4, Jai Bhuvaneshwari Layout, Ayyappa Nagar, Krishnarajapuram, Bengaluru, Karnataka 560036",Software company,Bengaluru,Google Maps
TekAfforde Solutions Pvt Ltd,8042053014," 2nd Floor, Roshni Manner, No 1 & 54, 11th Cross, Shanthi Layout Main Rd, Akshaya Nagar 2nd Block, Akshaya Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Software company,Bengaluru,Google Maps
Trait Softwares,9886620606," 46, Karna Shree to Medahalli Village, Parvathinagar, Medahalli, Bengaluru, Karnataka 560049",Software company,Bengaluru,Google Maps
Lumbini Elite Solutions and Services Private Limited (Office 2),8042037777," #5 SJR Eternity, Kodigehalli Main Rd, Hoodi, Phase 1, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Software Infotech,7338131749," 131 1st floor , opposite to Amarjyothi English school , Vinayaka layout devasandra main road, 3rd A Cross Rd, Vinayaka Nagar, Krishnarajapuram, Bengaluru, Karnataka 560036",Software Training Institute,Bengaluru,Google Maps
Viper ERP,8506888288," B-301, KEERTHI SURYA SHAKTI, Thigalarapalya, towers, Bengaluru, Karnataka 560048",ERP,Bengaluru,Google Maps
Raham Solutions Pvt Ltd,8073253788," XPV8+9XP, Hoodi, Thigalarapalya, Mahadevapura, Bengaluru, Karnataka 560048",Corporate office,Bengaluru,Google Maps
sophisTex Pvt. Ltd.,54321498," Level 8, Prestige Technostar, Tower 2, Building B3 The Executive Centre, Doddanakundi Industrial Area 2, Phase 1, Brookefield, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Growton Martech,8904052687," 3rd Floor, TOWER-B, ARDENTE OFFICE ONE, T2328, Hobli, Hoodi, Mahadevapura, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
ANSI Technologies,9901166331," ITTINA AKKALA, Basavanna Nagar, Krishnarajapuram, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
EDUiPixxel,9986512166," 2nd Floor, Unit:, ARDENTE OFFICE ONE, S-1208, Hoodi Main Rd, Hoodi, Mahadevapura, Bengaluru, Karnataka 560048",ERP,Bengaluru,Google Maps
Kaddacon System Private Limited,54321489," Main ITPL Road Whitefield 5th Floor ,Trifecta Adatto, 21, ITPL Main Rd, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Deskera India,8035216752," Parallel Wireless, Mahadevapura, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
Synnove Global Systems,9633699940," 1st Floor, SLN Arcade, 2nd Main Rd, Ferns Habitat, Singayyanapalya, Mahadevapura, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
ADDA - Apartment and Housing Society Management Software,02248932770," 91Springboard Business Hub Pvt Ltd., Trifecta Adatto, 21, ITPL Main Rd, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048",Software company,Bengaluru,Google Maps
Elpis IT Solutions Pvt. Ltd,8197953120," 3rd Floor, No. 102, 1, Outer Ring Rd, Kamadhenu Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560016",Software company,Bengaluru,Google Maps
Aspire Systems Bangalore Branch,8050010095," 1st Floor, RBD ICON Lenovo Office, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
SuccessShore IT Solutions.Pvt.Ltd,9880344002," 2nd floor, MTK Reddy Building, Marathalli Brg, near SBI Bank, Subbaiah Reddy Colony, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037",Software Training Institute,Bengaluru,Google Maps
Placjo Technologies Private Limited,0543214950," 301, 8th Cross Rd, Vishwapriya Layout, Sanjay Nagar, Marathahalli, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
DigiSkillTech,6385621634," 916,VRR Hanuman Tower, Old Airport Road, Marathahalli Market Bus Stop, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
Sahaj Enterprises,6362127974," 1B,First Floor, CRM sowbhagya Annex, 35/1B, Varthur Main Rd, near Spice Garden, Lakshminarayana Pura, Marathahalli, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
Axonas Consulting & Business Services Private Limited,9980751001," 2nd Floor, 104/3A, Trilochan Complex, Unit No, SF1, Munnekollal Main Rd, Bengaluru, Karnataka 560037",Tax consultant,Bengaluru,Google Maps
SAP SOFTWARE INSTALLATION & TRAININGS BANGALORE,7996737373," #90/4 Icici Bank, above Chickpet DONNE BIRIYANI, Marathahalli, Bengaluru, Karnataka 560037",Software Training Institute,Bengaluru,Google Maps
Shaft Software Solutions,8050148265," Ramanjaneya Building, 3rd, 45/2A, Tulsi Theater Rd, Marathahalli, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
MNP Technologies | Best Devops | SAP training in Marathahalli Bangalore,7259912345," A-0, 2nd floor, 11, MKB SQUARE BUILDING, near Bank of Baroda ATM, Marathahalli, Bengaluru, Karnataka 560037",Software Training Institute,Bengaluru,Google Maps
Kankanal technologies private limited,8861088533," 4, PR Layout, Chandra Layout, Marathahalli, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
ACTE Technologies,8925933045," 3rd floor, Sigma Arcade, HAL Old Airport Rd, near Brand Factory, Marathahalli Village, Marathahalli, Bengaluru, Karnataka 560037",Software Training Institute,Bengaluru,Google Maps
"Ria Classroom, Data Science Course Marathahalli Bangalore",6366001060," #24, 2ND floor, Outer Ring Rd, above born babies, Hemanth Nagar, Marathahalli, Bengaluru, Karnataka 560037",Software Training Institute,Bengaluru,Google Maps
RIA Institute of Technology,9886001060," 3/76, Marathahalli - Sarjapur Outer Ring Rd, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037",Training center,Bengaluru,Google Maps
S-Technologies,9886577577," 135, Marathahalli - Sarjapur Outer Ring Rd, Chandra Layout, Marathahalli, Bengaluru, Karnataka 560037",Software Training Institute,Bengaluru,Google Maps
PariTechSoft Solutions,0543215014," Block A,SBI Building, No. 20, Krishna Shine, 3rd Floor, State Bank of India Building Marthahalli ORR Junction, Landmark:, HAL Old Airport Rd, Bengaluru, Karnataka 560037",Software company; Corporate office,Bengaluru,Google Maps
CMR Institute of Technology,8028524466," Sri Nivasa Reddy Layout, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",College,Bengaluru,Google Maps
SAP India Pvt Ltd and Ariba Technologies India Private Limited,8066655555," 8A, Doddakannelli Rd, Kaikondrahalli, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
Munim ERP Private Limited - Bengaluru,9898665536," 2nd Floor, Honeykomb By Bhive, 2/B, 19th Main Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102",Software company,Bengaluru,Google Maps
Hyper Drive Information Technologies Private Limited,8069030100," Hyper Dr Ln, Green Glen Layout, Bellandur, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
edumerge Solutions Private Limited,9611838420," 1st Floor, 656, 13th Cross Rd, Sector 2, PWD Quarters, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Software company,Bengaluru,Google Maps
BLS Software Private Ltd,9916626603," 710 7th Floor Sakti Stateman Building Green Glen Layout, Ibbaluru, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
LOGIC ERP Solutions Pvt. Ltd.,01726669800," 28, 2nd Floor, CoWorkCafe, Sarjapur Rd, opp. Kanua Restaurant, Kasavanahalli, Kaikondrahalli, Bengaluru, Karnataka 560035",Corporate office,Bengaluru,Google Maps
VOW ERP Solutions Pvt. Ltd.,8068146212," Ground Floor, TOWER-C, Global Technology Park, Outer Ring Rd, Bellandur, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
Teachmint Technologies Pvt. Ltd.,8035073710," The Hub Unit 1, Sarjapur Main Rd, Bellandur, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
FlowEazy - Odoo Partner in Bengaluru,9742090660," T103,tower 5, Adarsh palm retreat, near Eco World, apartment, Devarabisanahalli, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
Fulfil India,54321399," 1st floor, TOWER-B, MANTRI COMMERCIO, Outer Ring Rd, near Sakra World Hospital, Kariyammana Agrahara, Bellandur, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
Solver solutions GST ERP software company,9884413934," House no 425, Bellandur, Bengaluru, Karnataka 560103",ERP,Bengaluru,Google Maps
Tulasi Technologies Pvt Ltd,9513475444," Sakti Statesman.507,7th Main,Ibblur, Marathahalli - Sarjapur Outer Ring Rd, Junction, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
Quoreka,8040819200," RMZ ECOWORLD, 7th Floor, Campus 6B, 702A Outer Ring Road, Marathahalli - Sarjapur Outer Ring Rd, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
Coded Idea | Top Software Development Company,9058085796," Isha Casablanca, Bellandur Railway Station Rd, Panathur, Bengaluru, Karnataka 560087",Software company,Bengaluru,Google Maps
Radisys India Limited,8040140000," 6th Floor , B-Wing Electra building Behind Prestige Tech Park Kadubeesanahalli Exora Business Park, Marathahalli - Sarjapur Outer Ring Rd, Bengaluru, Karnataka 560103",Software company,Bengaluru,Google Maps
Maventic,8296969824," 1st Phase, Starmark Camelot, 3rd Floor, Plot No. 6, Road No. 10, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Innobins,8745033690," 1st Floor, ITPL Main Rd, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
CloudShine - Software Training and Job Placement Institution,8908123123," Deolite Concepts, Fourth Floor, SSR Complex, Varthur Main Rd, above ICICI Bank, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066",Software Training Institute,Bengaluru,Google Maps
Innovun Global Private Limited,6366351636," Sterling Shalom, 9/2 & 10/1, ITPL Main Rd, Phase 1, Whitefield, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
Rite Software Solutions and Services,02812033055," 3rd Floor, Brigade Irv Center, unit 301, Nallurahalli Main Rd, B Block, AECS Layout, Whitefield, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
STAG Software Private Limited,0543213938," 1st Floor, Block II, 113/1B, SRIT House, ITPL Main Rd, Kundalahalli, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
PinnalSoft,8940501300," ITPL Main Rd, AECS Layout, Brookefield, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
EDUMAQ,8095500010," 301, AECS Layout - A Block, AECS Layout, Brookefield, Mansa, Bengaluru, Karnataka 560037",Software company,Bengaluru,Google Maps
Bagmane Tech Park,8040329999," 5th Floor, B Block, 65/2, Mphasis, Byrasandra, C V Raman Nagar, Bengaluru, Karnataka 560093",Technology park,Bengaluru,Google Maps
Entapp Innovations Private Limited,7829457733," jal vayu towers, 294, Temple Rd, Muneswara Layout, Krishnaiyyanapalya, Bennigana Halli, Bengaluru, Karnataka 560038",Business management consultant,Bengaluru,Google Maps
Prayukti Software Technologies,9901767143," Shop No. 59/2, New No:4, 1st Cross, Opp TTK Near Vijinapura Railway Gate, Krishna Reddy Industrial Estate, Dooravani Nagar, Bengaluru, Karnataka 560016",Corporate office,Bengaluru,Google Maps
ERP Logic India Pvt Ltd.,8041528512," No 11, II Floor, Sai Anugraha, Jeevabhima Nagar Main Road, Jeevanbhima Nagar, Bengaluru, Karnataka 560075",ERP,Bengaluru,Google Maps
Talisma Corporation Private Limited,8069261222," Sattva, Salarpuria Sattva Magnificia, Old Madras Rd, next to KR Puram, Pai Layout, Dooravani Nagar, Bengaluru, Karnataka 560016",Software company,Bengaluru,Google Maps
Nova Technosys | 5 Star Certified Tally Partner | ERP for Manufacturer | Accounting Software | Tally Prime 5.0,9900283382," 1181, 12th B Main Rd, behind Hansaa Clinic, near NDK Kalyana Mandapa, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Sps Intrad Private Limited,8025250790," Chinmaya Mission Hospital Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Systems Domain,9845707937," No: 537, 1st Floor, Chinmaya Mission Hospital Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",Software Training Institute,Bengaluru,Google Maps
Affordable Business Solutions (ABS),8042457457," 565/E, 7th Main Rd, 2nd Stage, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",Business management consultant,Bengaluru,Google Maps
implyfree,7204369979," 648/A, Om Chambers, 4th Floor, 1st Stage Rd, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",Software company,Bengaluru,Google Maps
B E Solutions Private Limited,8088382559," 3rd Floor, NBR Tulip, # 45, 17th A Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Embee Software Pvt. Ltd.,8447877367," Division No. 51, 2nd Floor, No. 242, 6th Cross, Binnamangala, Indiranagar, Bengaluru, Karnataka 560038",Computer support and services,Bengaluru,Google Maps
GaragePlug Inc (Increminds Private Limited),0543214991," 565, 17th Cross Rd, Stage 2, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Digitus Business Solutions Pvt Ltd,9886139243," First/Second Floors, Salarpuria Adonis, #3/1, Old Madras Rd, Binnamangala, Indiranagar, Bengaluru, Karnataka 560038",Software company,Bengaluru,Google Maps
Qualesce India Private Limited,8049554744," 628a, above Canara Bank, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",Computer support and services,Bengaluru,Google Maps
Regnant Technologies Pvt Ltd,9035325217," No. 198, II Floor, Chinmaya Mission Hospital Rd, opposite to HDFC Bank, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038",Software company,Bengaluru,Google Maps
AgileRise Software Services,8042350005," 1/8,1st stage,1st cross, Next to Chaitanya Hotel,KK Computers Building, Shri Krishna Temple Rd, Bengaluru, Karnataka 560038",Software company,Bengaluru,Google Maps
Techno Green World Pvt Ltd,9101205961," Ground Floor, SMP Building, Varthur Kodi, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Adiroha Solutions Private Limited,9739398713," 5th Floor, Balaraj’s Arcade, Whitefield Main Rd, Brooke Bond First Cross, Whitefield, Bengaluru, Karnataka 560066",Computer security service,Bengaluru,Google Maps
GIDEON GARDEN TECHNOLOGY AND SERVICES PRIVATE LIMITED,8618856423," #201, 2nd floor, Sanjeevani Building #1177, behind Canara Bank, Varthur, Bengaluru, Karnataka 560087",Software Training Institute,Bengaluru,Google Maps
IVEPOS - POS Software,54321204," 6th floor, Gamma Block, Sigma Tech Park, Unit #603, Varthur Kodi, Palm Meadows, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Critical Touch Infotech Services,54321467," 4th Floor, Balaraj's Arcade, Brigade Cosmopolis, 14/3A 1A4, Whitefield Main Rd, Brooke Bond First Cross, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
XANTT TECHNOLOGIES PVT LTD,8050927465," 3rd Floor, Gamma Block, Sigma soft tech park, No: 6, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066",Software company,Bengaluru,Google Maps
Innosolv Consultancy Services Private Limited,54321505," 162, 2nd floor, 2nd A Cross, 4th Main Rd, 2nd Stage, Domlur, Bengaluru, Karnataka 560071",Software company,Bengaluru,Google Maps
Digizura technologies Private Limited,7619663077," GINSERV CA Site No 1, HAL 3rd Stage EXTN, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Race2Cloud | Zoho Premium Partner,9900164476," GinServ, CA Site No.1, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Access Matrix Technologies Pvt. Ltd.,9886077754," 6th Floor, Oxford Towers, 709, 139, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Accord Software & Systems Private Limited,8025350105," No. 72 & 73, Krishna Reddy Ln, K.R.Colony, Krishna Reddy Layout, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071",Software company,Bengaluru,Google Maps
Tailwebs Technology Pvt. Ltd.,8792203587," 208, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071",Software company,Bengaluru,Google Maps
ZKTeco International Technical Support Center (GTC),8068281342," Puttappa Industrial Estate Main Rd, Maheswari Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560048",Security system supplier,Bengaluru,Google Maps
TSC Barcode Printers Bangalore,8884441278," No.109 Beside Aishwarya serenity Apartment Munekolala, Marathahalli, Bengaluru, Karnataka 560037",Custom label printer,Bengaluru,Google Maps
NEXUS SAFETY SOLUTIONS PVT. LTD,8065672247," Police Station, 44, 5th main, opp. Rama Murthy Nagar, S.P, Naidu Lay Out, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Fire protection equipment supplier,Bengaluru,Google Maps
Erpnexai,6366170953,,Software company,Bengaluru,Google Maps
Elegant IT Services,9886541264," 354 2nd Floor, opp. Nandhi Milk Parlour, next to Kanti Sweet shop, Aswath Nagar, Marathahalli, Bengaluru, Karnataka 560037",Software Training Institute,Bengaluru,Google Maps
BEMAX Educational Solutions Pvt Ltd,8892621026," 3rd Floor, NBR Tulip, # 45, 17th A Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560071",Educational consultant,Bengaluru,Google Maps
AscentiQ AI,9921961947," Unit 01, Oxford Towers, 139, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560008",Automation company,Bengaluru,Google Maps
AliveNow,0543214222," 1st Floor 94, above HDFC Bank, Domlur I Stage, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071",Software company,Bengaluru,Google Maps
BNV Software,8048669417," 4th floor, 54, 5th Cross Rd, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008",Software company,Bengaluru,Google Maps
Krones Digital Solutions India Private Limited,8066748300," 2nd Floor, Cinnabar Hills, Embassy Golf Links Business Park, Challaghatta, Bengaluru, Karnataka 560071",Software company,Bengaluru,Google Maps
"Konverge Technologies Private Limited, Bangalore",9731062324," 297, Ground Floor, Espey Centre, Amarjoythi HBCS Layout, 1st Stage, Domlur, Bengaluru, Karnataka 560071",Computer support and services,Bengaluru,Google Maps
QuickMove Technologies,8951049171," 3rd Floor, J.B.J Complex, Ramamurthi Nagar Main Rd, above Airtel Office, near Indian Oil Petrol Bunk, Govindpura, Kasturi Nagar, Bengaluru, Karnataka 560016",Software company,Bengaluru,Google Maps
Reboot Mind Education,0543213951," 171/3, A.N.Vessels, 1st Floor, Post, Ramamurthy Nagar, Dooravani Nagar, Bengaluru, Karnataka 560016",Training center,Bengaluru,Google Maps
Aadya Institute,9620222392," 183, 2nd Floor, 1st Main Road, Opp, Old Police Station,Next to Uttam Sagar Hotel, Above Nilgiris, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Software Training Institute,Bengaluru,Google Maps
TecciFix Solutions,9483538391," anneppa tower, Circle, Thambu Chetty Palya Main Rd, Akshaya Nagar 2nd Block, Akshaya Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Software company,Bengaluru,Google Maps
Sellerware,8041426268," 4th floor 5M, 126, 5th Cross Rd, Lal Bahadur Nagar, OMBR Layout, Banaswadi, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
Makwiz Technologies,0543214113," #55 A, 3rd Main, 19th Cross Rd, Hoysala Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Corporate office,Bengaluru,Google Maps
HADMS Solutions Pvt Ltd,9113823198," D 1ST Block, 408, 3RD Stage, HRBR Layout, Bengaluru, Karnataka 560113",Software company,Bengaluru,Google Maps
YEO BUSINESS SOLUTIONS PVT.LTD.,8977448416," XJ7P+95P, BDA Colony, Domlur Village, Domlur, Bengaluru, Karnataka 560071",Corporate office,Bengaluru,Google Maps
Promantia Business Solutions Pvt Ltd,8041203273," 4th Floor, Tower-C, HAL Old Airport Rd, Bengaluru, Karnataka 560017",Corporate office,Bengaluru,Google Maps
I2SPEED TECHNOLOGIES LLP,9611892030," Gunjur - Balagere Rd, Gunjur Palya, Bengaluru, Karnataka 560087",ERP,Bengaluru,Google Maps
Winstreet Infotech Private Limited,9538127458," B-305, Gunjur Palya Rd, Varthur, Gunjur Palya, Bengaluru, Karnataka 560087",Business management consultant,Bengaluru,Google Maps
ZeroERP Education,8109069226," Lakeside Heights Apartment, C 8, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066",ERP,Bengaluru,Google Maps
Fliksoft Technologies,9164782559," 3rd Floor, 221, 7th Main Rd, II Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
Aminno Software Technologies Private Limited,8040944767," Near, 550, L.T Building, Ground floor, Horamavu Signal, Dodda Banaswadi, Bengaluru, Karnataka 560113",Training center,Bengaluru,Google Maps
Rekonsys Software Services,0543214533," 47, Sri Sai Shine, 2nd floor, Peddanna Reddy Layout, 1st Cross Rd, behind LIVING WALLS, Horamavu, Bengaluru, Karnataka 560113",Software company,Bengaluru,Google Maps
SL Techknow Solutions India Pvt. Ltd.,8042163080," Times Square Building, 2nd Main Rd, East of NGEF Layout, Kasturi Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
StrategicERP,9404721100," Circle Post, No-29, Behind VDS Complex, near Jaynti Nagar, Horamavu, Bengaluru, Karnataka 560016",ERP,Bengaluru,Google Maps
Nexevo Technologies Private Limited,8880102111," 1st Floor, 112, 2nd Cross Rd, East of NGEF Layout, Kasturi Nagar, Bengaluru, Karnataka 560043",Website designer,Bengaluru,Google Maps
Advanced Millennium Technologies (AMT),8043721713," 134, 2nd Main Rd, East of NGEF Layout, Kasturi Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
